335;3;39.4488985,0.3631197;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4440/99110691-118.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,4488985;0,3631197
336;3;39.44884318,0.36323987;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4441/99110691-155.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,44884318;0,36323987
10;3;39.44507906,0.37240455;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4442/99110626-1275.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,44507906;0,37240455
11;3;39.44515436,0.37222023;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4443/99110626-1282.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,44515436;0,37222023
12;3;39.46710622,0.39796493;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4444/997107014-3.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,46710622;0,39796493
13;3;39.46736739,0.39944339;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4445/997107014-2.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,46736739;0,39944339
14;3;39.4715151,0.36412313;;탍bol;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4446/99107-9487.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,4715151;0,36412313
15;3;39.46360286,0.36735873;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4447/38670-443.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,46360286;0,36735873
16;3;39.47937091,0.39405115;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4448/2400-128.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,47937091;0,39405115
17;3;39.48373341,0.35472853;;탍bol;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4449/992014018-202.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,48373341;0,35472853
18;3;39.47636255,0.37064759;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4450/99110017-43.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,47636255;0,37064759
19;3;39.47633535,0.37072868;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4451/99110017-41.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,47633535;0,37072868
20;3;39.47638187,0.370737;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4452/99110017-45.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,47638187;0,370737
21;3;39.46712738,0.35272135;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4453/99701245-4.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,46712738;0,35272135
22;3;39.47740755,0.36672557;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4454/41260-3.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,47740755;0,36672557
23;3;39.47116395,0.34155494;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4455/51780-15.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,47116395;0,34155494
24;3;39.48261497,0.32613838;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4456/99701103-5.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,48261497;0,32613838
25;3;39.4653561,0.32870618;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4457/24360-6.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,4653561;0,32870618
26;3;39.46468946,0.361446;;Palmera;http://mapas.valencia.es/lanzadera/opendata/ARBOLADO_MONUMENTAL/documentos/4458/37650-244.jpg;;http://localhost/mipetitvalencia/wp-content/uploads/2018/04/arbol.png;39,46468946;0,361446
